text,label,target,type,meta_id
"hey how y'all
get your fucking cat bitch
it don't bite yes
it do get the",1.0,OTHER,harassment,7549291853619678495
"if I see a black pilot I'm gonna be like boy
I hope he's qualified
when blacks in America did not have the same rights they had today
there were less they were less murderous
there was less brakens why is that
the data shows they were actually better in the 1940s
it was bad it was evil
but what happens some
a certain skin color now gets their own summertime Celebration
oh wow
look how far blacks have come
it is now become a racial complaining day
remember what B L m stands for
burn loot
and murder yeah
d E I stands for one of the biggest
earn it just so we're clear
can we also acknowledge due to the laws under Jim Crow
that black people were significantly hindered from economic advancement
this is a really important question
the data shows not really
black Americans are poorer today in 2024
than they were in the 1950s
the disappearance of the black father
has been the number one driver of black poverty in this country
at least agree that black dads not being around is a bad thing
anyone's father not being around is a bad thing
starting in the 1980s and continuing Onward
there's been a war on trucks
is this correct
I like the war on drugs blacks commit more crimes than whites do
they commit more murders they commit more arsons
they commit more kidnappings
that's not a war on drugs
that's a culture problem
why are so many blacks committing murders outside of their population
so we've spent 20 trillion dollars on uplifting black communities
20 trillion and black Americans are poor
being asked subsidized housing
Medicaid public schooling going
subsidized college we're talking $20 trillion of this is not the Great Society
and yet black America is poor or murderous or dangerous
part of equity is allowing other people",1.0,Race,stereotypes,7549651829714472205
"no por qué pero por qué
por qué a ver pero por qué le a ver pero por qué se la quitas
tranquilo tranquilo tranquilo
por qué por qué te por qué te
pero estamos cantando cosas bonitas
por qué por qué te enojas
hijo de tu puta madre
tranquilo tranquilo
ya no mames güey ya
canta bien perro
pero pues cuál
o pídame cuál quieres
de cuál quieres
cuál quieres de cualquier madre
cántame la de tu hermana perro
ya párale pues ya no
okay bueno ya está bien está bien no pues ahí el jefe que no quiere ya
hijo de tu puta madre
ya bájele ya nos vamos
ya nos vamos ya bájele a chingar a su madre ya a chingar a su madre ya nos vamos
órale ya a la verga
sí la desmadró",1.0,NO TARGET,harassment,7547970734656670994
"I don't give a flying fuck what you think about me
love me hate me
talk shit about me I don't give a single fuck either way
if you can't handle who the fuck I am
then do yourself a favour and walk the fuck out of my life
and don't bother looking back because I sure as fuck won't be waiting
I'm done wasting my fucking time on people who don't appreciate me
got a problem with me write that shit down
fold it up real nice and shove it right up your miserable fucking ass
because I don't give a fuck
I'm not changing I'm not sugar coating shit
and I sure as hell ain't letting judgmental
toxic motherfuckers drag me the fuck down
take your fake ass opinions
your two faced gossip
and your pathetic fucking energy and get the fuck out of my way
I don't have time for whiny
weak ass drama you don't like me
fantastic go cry to someone who gives a shit because I'm not the one
I've spent enough fucking time catering to spineless assholes
who think their opinions matter
I'm fucking living my life exactly how I want to
and if that pisses you off
well that sounds like a personal fucking problem
I don't need your approval
your validation or your dumbass opinions
so fuck your bullshit fuck your negativity
and most of all fuck anyone who can't handle the real me",1.0,NO TARGET,harassment,7547022689538460942
"es pecado que una mujer se corte el cabello
aquí tres razones por las cuales no debería de hacerlo
número uno no le agrada a Dios
primera de Corintios 11 15 dice
a la mujer dejarse crecer el cabello le es honroso
Dios se agrada de aquellas mujeres que le honran en esta área
pues es el diseño de Dios
número dos porque hace diferencia entre el hombre y la mujer
no os enseñé al varón le es deshonroso
dejarse crecer el cabello
dice la Biblia
cuando una mujer deja su cabellera crecer
marca una diferencia
entre nuestra cultura y según la estética de la palabra de Dios
número tres porque es una señal de honra
e integridad la mujer que se dejaba crecer el cabello desde la antigüedad
mostraba honra
mostraba honestidad
según la Biblia
es una muestra de respeto y honra hacia los demás
Dios coloca la gracia especial en ella
y recordemos el texto bíblico que dice
le es honroso que la mujer se deje crecer el cabello",1.0,Gender,stereotypes,7545224215092415751
"Aquí está el video.
Aquí está el video.
Ay, ¿por qué no quieres que te lo enseñe?
¿Por qué no quieres que te lo enseñe? Si sos pícara. Carmen,
aquí está el video. Carmen, ve.
Ah,
aquí está el video.
Mira donde te toca la cuca. Ve. Johnny, ve.
O estaba bien. Bueno, no te acordás.
Ah, ese que nos quita el video sin,
sin grabar. Ah, ¿que que me dijeron que lo grabara?
Pues no le doy nada.
Te la tiraste,
te la tiraste,
te la tiraste, te la tiraste,
santa. Y qué puercas, carmen,
mil pesos que te mandaran pisto sin tocarte y te tocan.
No
es cierto, amor,
no es cierto. Será que no es verdad.
Mire cómo la chinea.
Ay, ay, cómo la chinea.
Johnny ve,
eh,
¿cómo la chinea? Johnny ve
cómo la levanta.
Johnny ve. Venga, venga,
venga, ¿que quién la va a chinear?
Johnny la va a chinear.
Johnny, la chinea.
Ay, dios santo, eh.
Mire cómo la agarra.
Johnny ve. Hey, celio, mire, ve,
aquí está el video. Ve cómo la agarra. Johnny ve.
Me dijo que no porque no se compone.
No está oyendo lo que está diciendo.
Pues no está oyendo lo que están diciendo ahí.
Ah,
métele el diablo.
Hey, hey, carmencita, carmen,
te voy a dar un un segundo.
¿Por qué lo hiciste? Te obligaron o no, ¿carmen?
¿Por qué lo hiciste? ¿Te obligaron o no?
Pija, mondá, yo, no es cierto.
Ya vi que no es verdad Y entonces estaba,
es que estaba bola.
Vea, estaba bola.
No es montaje yo. Ay, qué te pasa, ¿carmen?",1.0,Sex,sexual,7546380360293158158
"tirón facto Cristiano
católico apostólico y romano
y me voy antes de que me linchen
antes de que me apliquen
la Santa Inquisición
es ley de vida
las personas más horribles
las más asquerosas
las más despreciables
las personas producto podrido de cada lote
suelen terminar en alguna religión
y es que la misma Biblia se los dice
en su misma jeta y no logran entenderlo
se perderá gente como arena en el mar
es decir que los salvos son unos pocos
unas pequeñas islitas
en resumen
hay mucho indeseable camuflado en las iglesias
esos no son dignos de llamarse
hijos de Dios
pues ya son unos completos hijos de puta",1.0,Religion,harassment,7549754172346780933
"I don't know I just feel like we should be allowed one assault charge a week
you feel me if more people got punched in the mouth
less people would act the way they do
that's all I'm saying I'm not saying violence is the answer I'm just",1.0,NO TARGET,violence,7546733792912887070
"oe papi papi
una preguntica
mi hermano
usted le daría un beso a una persona trans por 100 000 pesos
por 100 000 pesos por 100 000 pesos ya eso es de una vez
uy mano por 100 000 pesos 100 Luquitas
100 Luquitas papi una persona trans
se la traigo ya
ay que me pones pensativo
mano yo tengo 50 acá en efectivo
lo otro lo puedo transferir cómo uy quieto",1.0,Gender Identity,stereotypes,7548987233794133254
"we've seen over the last 10 to 15 years
both in Europe as well as the United States and North America
is mass migration not immigration
why that's significant is because what that's allowed these various groups to do
is come in and basically set up shop in another country
but bring their own culture and never have to assimilate
the Pakistani r**e gangs in England are exactly what I'm talking about
we allowed that in England
allowed so many and brought in so many
claiming they were refugees and they had to stay there
but they have not assimilated into English culture
they have maintained their own culture from Pakistan
and as a result people have suffered
when we were talking during the election
about the Haitians that have moved into that small community in Ohio
two to three thousand Haitians into a town of 30,000 people
we can assimilate three four
five families when you're bringing in two to three thousand people with that
with those numbers what you've done is they've set up their own enclave
they have their own form of justice
they have their own culture
everything they are not assimilating into the society
and as a result the existing society is losing it
is it we're losing our culture
that's what happened under Joe Biden
was a form of mass migration from all over the world
and we have these pockets in these enclaves of people who hate America
but they're willing to take everything that we are willing to give",1.0,"{""choices"":[""Ethnicity"",""Immigration Status"",""National Origin""]}",hate,7547520395092446477
"ah no me importa ni mi mujer ni mis hijos ni mi mamá no me importa nadie a mí
no se regalen conmigo porque a mí no me importa nada
soy capaz de agarrarme a balazos con quien sea
me escucharon
a mí nomás métanse con mi familia nomás
se van a arrepentir
lo juro por Dios
se van a arrepentir
lo juro lo juro por Dios y la virgen
y todos Los Santos que existan
se van a arrepentir
no me importa
no me importa
pues se van a arrepentir ustedes
aléjenme de mi familia que es lo único que tengo en este mundo
no tengo más nada son mis hijos y yo y yo y yo y yo
ustedes aléjenme de mis hijos
estoy redolido por lo que están queriendo hacer en cualquier momento nomás
inténtenlo nomás
inténtenlo nomás van a con mirame mis ojos
mirame mis ojos
tengo una maldad en el corazón
sabés lo que soy capaz de hacer yo
sabés lo que soy capaz de hacer
qué me importa yo no robo más amigo yo soy asesino Gil de mierda
si quiero te mato la concha bien de tu madre
me importa todo tres carajos a mí tu vida la vida de tu mamá
de tu hijo me importa todo tres carajos yo estoy rescatado por mis hijos nomás
ustedes métanse con mi familia nomás
yo por mis hijos estoy recatado nomás mirá
esta es mi carita
esta es mi carita me entendés
no tengo que esconderme por mis hijos nomás estoy recatado
me escucharon
por mis hijos nomás
métanse con mi familia
sáquenme de mi familia
nomás levanto un teléfono y te cometo un atentado bigote
bigote qué te pensás que no soy capaz yo
eh me quieren sacar mis hijos mi familia qué quieren hacer a ver
eh están seguros lo que van a hacer
estás seguro hasta dentro de la cárcel te comió en tu motín
sabés qué sabés qué a mí me sacás mis hijos me metés dentro de la cárcel
te agarro un gato
te lo apuñalo a la garganta
le rompo el cuello a quien sea
sabés qué electrocuto el chapón
te mato un cobarde
yo lo único que tengo acá
son mis hijos
y por eso estoy rescatado
pero yo soy redelincuente me escucharon
tengo sangre de chorro
me agarro a tiros si tengo carro ustedes alejen de mi a mí de mi familia nomás
yo dejé de robar
dejé de drogarme
dejé el alcohol
todo por mis hijos
me entendés ustedes me quieren
alejar de mi familia
en serio
en serio
en serio
están seguros ustedes yo voy a cometer un atentado
lo juro por Dios
lo juro por Dios
regátense eh rescátense porque a mí no me va a importar
van a morir muchos inocentes
ustedes aléjenme de mis hijos que es lo único que tengo en este mundo
van a morir montones
van a ver me entendés
si no es acá en la calle va a ser en la cárcel y voy a matar no me importa nada
yo no soy chorro
soy asesino me gusta la sangre
lo tengo hasta la muerte adentro de mi corazón
me entendés ustedes nomás despierten el demonio despertalo
despertalo que lo único que me retiene que me frena
mis frenos son mis hijos
son mis frenos
mis hijos son mis frenos
me entendés yo estoy zarpón atrevido
zarpón delincuente rechiquitito
desde rechiquitito
arpón atrevido usted aléjeme de mis hijos nomás no me importa ni mi casa
no me importa ni nada a mí te exploto la i pe efe preguntame bigote
yo voy a presentar ahí a los asistentes sociales
me entendés",1.0,NO TARGET,violence,7547376769968524600
"I am proud to be English
see what we are seeing happening in our communities
across our country
even here in uneton
we need we need to close these Hmos and hotels across the country
Last Thursday I went to Boracay court and I heard the details of this case
a 12 year old girl was kidnapped and raped
allegedly by two illegal immigrants
the details of that
and I was there with two of us from the Homeland Party were absolutely sickening
we sat through that for nearly half an hour
and after we were all our blood was boiling
yeah yeah
and when we're in there these illegals
they need needed interpreters
cause they can't even speak English
no so ask the question
why are they in our country
that's right
so yeah
I haven't got a script here
so I will close up all I say is that we need to close these Hmos
close these hotels and send these illegals back where they came from
I make it clear
make it absolutely clear what he wanted to say as well
that the Nineton says no no yeah
thank you very much",1.0,Immigration Status,hate,7547007466433907970
"It is shown, and this is legitimate,
those who transition
and are treated as the gender that they identify as
mentally improve
unbelievably. And it is absolutely true.
So I hate to break it to you,
they're more likely to commit suicide.
There's a huge community called transition regret.
I encourage you to look at it.
Has 27,000 members on Facebook.
Of people who make the chemical castration decision,
the transition. And that's an irreversible decision.
You're citing some study that on
honestly the data shows exactly the opposite.
Is that they're more likely to commit suicide,
more likely for self harm,
all these sorts of things.
What is the proper way to treat it?
As I said, the study has not been disproven.
The reason that the suicide rate is so high
is because they are bullied for who they are.
See this? I have seen it.
This is not in school. And this is a truth.
You know why I know it's nonsense?
Cause every single person in this room disagrees with you
fundamentally and is treating you incredibly respectfully tonight.
That is a pile of garbage.",1.0,Gender Identity,stereotypes,7548962679247867166
"yo concha de tu madre dónde te has metido
has visto lo que ha pasado hoy día no concha de tu madre
imagínate lo que ha pasado todos los días
pe concha de tu madre
tú qué piensas
estamos jugando
ah concha de tu madre
acá se van a morir también ustedes
ah por si acaso
concha de tu madre
esto va para todos los míos
ahí también se van a morir ustedes concha de tu madre ah
y esto va mano de parte de la gente de ventanilla compadre
de parte de la gente de transporte
concha de tu madre métete a mi barrio
al Callao a ventanilla en el transporte y te vas a morir
concha de tu madre
lo que vemos venezolano que vas va a desaparecer
se va a ir al piso
concha de su madre
mama yake mzuri nafasi ya tatu",1.0,OTHER,violence,7549492810605464840
"Estaba durmiendo y sigo despertando a perras mentirosas
mentirosas, ¿sabes?
¿Entiendes? 
Mira,
no lo hago. 
No sé cómo seguir discutiendo.
Estaba chupando. 
Cobra la mierda, 
negro.
Oh, mi mamá.
Perra, 
pensó que estaba a punto de hacer esa mierda donde una perra viene aquí.
Guau. 
Empieza a chupar, 
perra.
Esa perra estaba nadando sobre mi mamá y perra en una ronda y listo.
La misma mierda por la que estaba llorando.
La misma mierda por la que estaba llorando.
Y haciendo todo eso. 
La perra fue una ronda y terminó.
No me hice ningún piercing en los labios, 
nada.
La perra no me dio trabajo.
Perra, 
perra,
volví más y más fuerte.
Perra, voy a tener un.
No saben cómo voy a venir cada vez.
Perra, 
estoy chupando.
Sí, 
estaba pisando de lado a esa perra chupando. 
Guau.
Perra por aquí, 
por aquí.
Hola, arco,
hola. 
¡Auge!
Perra en mi mamá. 
Tengo un video.
Eso está bien. 
Seguirán hablando hasta que suelte el video.
Como en Dios. Perra,
deja de mentir. 
Deja de mentir.
Simplemente no quiero meter a nadie en problemas.
deja de mentir. 
Tienes tu culo estacionado, 
perra.
Por eso no estás en esta casa.",1.0,OTHER,harassment,7545907484700003614
"well I'm sure by now
you've seen the harrowing video of a Ukrainian born woman named Irina Zaruska
and she was riding a train in the Charlotte
North Carolina area
now I'm not gonna show you this very graphic video
that you've probably seen circulating on social media
but she was sitting on the train
minding her own business and then a very ghoulish
large black individual was hovering behind her
and seemed to have used a weapon on her
ending her life
for apparently no other reason than she was white
a white woman there can seems to be no other explanation for this
but there is a shocking development
a twist in this case that is really gonna blow your mind because well
this is one of the most sickening things I've seen in a long time
and that's saying something
but before we get into the story
please like share and comment at Explain America
join us we appreciate your support for common sense journalism
and like I said Arina Zarutska
she was riding this train
and became a poster woman overnight
for something heinous that's been going on in this country
and that is young women being targeted in inner cities
now you could read between the lines there
but in a lot of these cases
for some reason they're not getting reported
because the victim is white and the perpetrator is black
or Muslim or some other so called minority
now regardless of what you think
about the race these are being reported in the crime statistics
you can check them yourself on the FBI website
we don't make any judgment about that
uh except just statistically speaking
these cases are happening
and the media is not making a big deal out of them
and it's raising a lot of red flags because Arena",1.0,Race,stereotypes,7547810105748770061
"all the good mechanics around Indianapolis
either have a drug addiction or are alcoholics
I guess working on cars is a lot like dealing with women
either gotta be drunk or high you know",1.0,"{""choices"":[""Gender"",""Sex""]}",stereotypes,7549837314952891679
"Dios mío
me quiero casar con ella
Dios mío me ha montado
cállate que te quejas con cojones
y lo que tienes es una kill
ay quién se está quejando
sapo hijueputa
y quién está hablando con usted sapo hijueputa
eres tú que antes jodió triple manco
cállate la boca malparida
si quiere que haga la cocina a los demás una
cállate la boca malparida no estoy hablando contigo
qué rico no me joda esta malparida",1.0,OTHER,harassment,7546126255574355207
"tu número de placa cerda tu nombre
cuál es tu número de placa cerda
cerda cuál es tu número de placa
ah es que estás insultando a la autoridad
no es que no tiene ni siquiera ni si bebé
llevo horas grabando esta puerca
o sea llevo horas grabando esta cerda",1.0,Appearance,harassment,7545487131293043976
"las mujeres para hacer el amor hay una gran variedad
está la negativa y no no
no está la positiva
ay sí sí sí
está la matemática
hay más más
más está la religiosa
ay dios mío dios mío my god
está la la silenciosa
um está la mordelona
um está la inocente
la que no sabe nada
ay qué es esto qué es esto
qué es esto está la proyecto
uno no pare sigue sigue
no pare sigue
sigue y está la asesina
la más peligrosa
está la más peligrosa
ay usted que se baja y yo que lo mato",1.0,"{""choices"":[""Gender"",""Sex""]}",sexual,7549572185510251778
"you're gonna call us racist
you're gonna call us potential Timothy  fuck you
war",1.0,Political Beliefs,harassment,7549634974475930911
"Hola chicos, 
vamos a hacernos un escáner cerebral. 
Todos saben que tengo el cerebro más pequeño aquí. 
Eso no es cierto. 
Realmente creo que tienes el cerebro más grande. 
Solo creo que no hay mucho en él. 
Jace, ¿qué piensas? 
¿Vas a averiguar sobre tu cerebro? 
Oh, 
me estoy muriendo. 
Oh, oye, 
hazlo de nuevo. 
Jaja. 
Dólares sucios de vuelta. 
¿Qué son las zorras en estos días? 
Yo, Natalie, 
sacude tu. 
Es como una cámara. 
Vamos a sacar esas tetas. 
¿Por qué lo recogimos en el camino? 
Oh, 
porque nos escanean el cerebro. 
Así es. 
Pon ese en la demanda, 
Natalie. 
Nombre, 
Dom. 
El apellido es un sexo glitis. 
Claro, 
rápidamente hasta aquí y hasta aquí. 
Muy bien, 
mata a Dom. 
Dormiste con mi novia. 
¿Quieren ver algo gracioso? 
Esto es 100% real. 
La otra semana, 
contraté a un empleado y volví y no está allí. 
Y hay una nota en el escritorio y dice que renuncio, 
¿verdad? ",1.0,OTHER,sexual,7547789577402977550
"bitch ass car behind me I'm talking about
the motherfucking light just turned green
he gonna pass me like motherfucker
the light just turned green
you fucking old wrinkled raisin bitch",1.0,OTHER,harassment,7546992973787958559
"listo para ir a caótico de Granada ya compraron su entrada
me encanta me encanta eso
bien póngase usted en la entrada porque si no vamos a emborrachar y saben qué
va a ir Sarah Blondie
y nadie la ayuda ahí
y Sarah Blondie va a mostrar la vagina
no
no",1.0,OTHER,sexual,7549717388237802808
"you are in trouble believe you me
did you get that yes
did you get that did you get that
yes if you're a healthcare person
well I used to
but you know what I'm an F R
I used to I used to
I used to
okay okay
you so bloody sick okay
you will wonder what the hell is going on with her
that's slavery
because people like you are the only people that will have a half body
you are and I'm going to get you and I'm going to make you really
oh lovely
I love it go back on the boat no
yes go Ro
ro ro
the boat ride
ride ride
no I'm waiting
I all right I'm again
ha ha",1.0,National Origin,harassment,7546026980643278100
